"","Date","Time","datetime","New.York","mon","shr","year"
"1","19/7/13","17:00:00","19/07/13 17:00:00",310.24,"07","17","13"
"2","20/7/13","16:00:00","20/07/13 16:00:00",309.82,"07","16","13"
"3","19/7/13","16:00:00","19/07/13 16:00:00",309.7,"07","16","13"
"4","19/7/13","14:00:00","19/07/13 14:00:00",309.62,"07","14","13"
"5","19/7/13","20:00:00","19/07/13 20:00:00",309.37,"07","20","13"
"6","19/7/13","19:00:00","19/07/13 19:00:00",309.08,"07","19","13"
"7","18/7/13","17:00:00","18/07/13 17:00:00",309.05,"07","17","13"
"8","20/7/13","17:00:00","20/07/13 17:00:00",309.05,"07","17","13"
"9","20/7/13","18:00:00","20/07/13 18:00:00",309.02,"07","18","13"
"10","20/7/13","15:00:00","20/07/13 15:00:00",308.99,"07","15","13"
"11","20/7/13","19:00:00","20/07/13 19:00:00",308.99,"07","19","13"
"12","19/7/13","18:00:00","19/07/13 18:00:00",308.91,"07","18","13"
"13","20/7/13","14:00:00","20/07/13 14:00:00",308.76,"07","14","13"
"14","20/7/13","20:00:00","20/07/13 20:00:00",308.68,"07","20","13"
"15","19/7/13","15:00:00","19/07/13 15:00:00",308.63,"07","15","13"
"16","19/7/13","21:00:00","19/07/13 21:00:00",308.37,"07","21","13"
"17","23/7/16","21:00:00","23/07/16 21:00:00",308.37,"07","21","16"
"18","16/7/13","17:00:00","16/07/13 17:00:00",308.29,"07","17","13"
"19","18/7/13","18:00:00","18/07/13 18:00:00",308.23,"07","18","13"
"20","13/8/16","19:00:00","13/08/16 19:00:00",308.22,"08","19","16"
"21","23/7/16","22:00:00","23/07/16 22:00:00",308.16,"07","22","16"
"22","14/8/16","19:00:00","14/08/16 19:00:00",308.11,"08","19","16"
"23","14/8/16","20:00:00","14/08/16 20:00:00",308.11,"08","20","16"
"24","20/7/13","21:00:00","20/07/13 21:00:00",308,"07","21","13"
"25","19/7/13","22:00:00","19/07/13 22:00:00",307.97,"07","22","13"
"26","16/7/13","16:00:00","16/07/13 16:00:00",307.91,"07","16","13"
"27","13/8/16","20:00:00","13/08/16 20:00:00",307.88,"08","20","16"
"28","13/8/16","18:00:00","13/08/16 18:00:00",307.85,"08","18","16"
"29","23/7/16","20:00:00","23/07/16 20:00:00",307.8,"07","20","16"
"30","17/7/13","16:00:00","17/07/13 16:00:00",307.78,"07","16","13"
"31","14/8/16","21:00:00","14/08/16 21:00:00",307.75,"08","21","16"
"32","13/6/17","20:00:00","13/06/17 20:00:00",307.72,"06","20","17"
"33","8/7/13","20:00:00","08/07/13 20:00:00",307.71,"07","20","13"
"34","7/7/13","17:00:00","07/07/13 17:00:00",307.7,"07","17","13"
"35","14/8/16","18:00:00","14/08/16 18:00:00",307.69,"08","18","16"
"36","18/7/13","13:00:00","18/07/13 13:00:00",307.63,"07","13","13"
"37","13/8/16","17:00:00","13/08/16 17:00:00",307.63,"08","17","16"
"38","23/7/16","23:00:00","23/07/16 23:00:00",307.61,"07","23","16"
"39","13/6/17","21:00:00","13/06/17 21:00:00",307.53,"06","21","17"
"40","23/7/16","19:00:00","23/07/16 19:00:00",307.48,"07","19","16"
"41","13/6/17","22:00:00","13/06/17 22:00:00",307.48,"06","22","17"
"42","20/7/13","22:00:00","20/07/13 22:00:00",307.47,"07","22","13"
"43","17/7/13","20:00:00","17/07/13 20:00:00",307.46,"07","20","13"
"44","8/7/13","19:00:00","08/07/13 19:00:00",307.41,"07","19","13"
"45","18/7/13","19:00:00","18/07/13 19:00:00",307.41,"07","19","13"
"46","17/7/13","17:00:00","17/07/13 17:00:00",307.4,"07","17","13"
"47","16/7/13","18:00:00","16/07/13 18:00:00",307.37,"07","18","13"
"48","7/7/13","19:00:00","07/07/13 19:00:00",307.32,"07","19","13"
"49","16/7/13","19:00:00","16/07/13 19:00:00",307.28,"07","19","13"
"50","17/7/13","18:00:00","17/07/13 18:00:00",307.28,"07","18","13"
"51","8/7/13","21:00:00","08/07/13 21:00:00",307.24,"07","21","13"
"52","13/6/17","19:00:00","13/06/17 19:00:00",307.23,"06","19","17"
"53","8/9/15","19:00:00","08/09/15 19:00:00",307.22,"09","19","15"
"54","12/8/16","18:00:00","12/08/16 18:00:00",307.21,"08","18","16"
"55","22/7/16","21:00:00","22/07/16 21:00:00",307.2,"07","21","16"
"56","14/8/16","22:00:00","14/08/16 22:00:00",307.2,"08","22","16"
"57","12/8/16","19:00:00","12/08/16 19:00:00",307.19,"08","19","16"
"58","16/7/13","20:00:00","16/07/13 20:00:00",307.18,"07","20","13"
"59","19/7/13","23:00:00","19/07/13 23:00:00",307.16,"07","23","13"
"60","17/7/13","19:00:00","17/07/13 19:00:00",307.15,"07","19","13"
"61","13/6/17","23:00:00","13/06/17 23:00:00",307.14,"06","23","17"
"62","16/7/13","22:00:00","16/07/13 22:00:00",307.09,"07","22","13"
"63","8/9/15","18:00:00","08/09/15 18:00:00",307.09,"09","18","15"
"64","22/7/16","20:00:00","22/07/16 20:00:00",307.09,"07","20","16"
"65","17/7/13","21:00:00","17/07/13 21:00:00",307.07,"07","21","13"
"66","14/8/16","17:00:00","14/08/16 17:00:00",307.07,"08","17","16"
"67","8/9/15","20:00:00","08/09/15 20:00:00",307.06,"09","20","15"
"68","18/7/13","20:00:00","18/07/13 20:00:00",307.06,"07","20","13"
"69","21/7/13","20:00:00","21/07/13 20:00:00",307.04,"07","20","13"
"70","26/6/13","19:00:00","26/06/13 19:00:00",307.03,"06","19","13"
"71","21/7/13","19:00:00","21/07/13 19:00:00",307.03,"07","19","13"
"72","13/8/16","21:00:00","13/08/16 21:00:00",307.02,"08","21","16"
"73","20/7/13","13:00:00","20/07/13 13:00:00",306.99,"07","13","13"
"74","22/7/16","22:00:00","22/07/16 22:00:00",306.98,"07","22","16"
"75","11/9/13","17:00:00","11/09/13 17:00:00",306.95,"09","17","13"
"76","7/7/13","15:00:00","07/07/13 15:00:00",306.94,"07","15","13"
"77","7/7/13","18:00:00","07/07/13 18:00:00",306.93,"07","18","13"
"78","11/9/13","18:00:00","11/09/13 18:00:00",306.92,"09","18","13"
"79","16/7/13","15:00:00","16/07/13 15:00:00",306.91,"07","15","13"
"80","23/7/16","18:00:00","23/07/16 18:00:00",306.91,"07","18","16"
"81","19/7/13","13:00:00","19/07/13 13:00:00",306.89,"07","13","13"
"82","13/8/16","22:00:00","13/08/16 22:00:00",306.88,"08","22","16"
"83","26/6/13","17:00:00","26/06/13 17:00:00",306.85,"06","17","13"
"84","11/9/13","20:00:00","11/09/13 20:00:00",306.85,"09","20","13"
"85","8/7/14","19:00:00","08/07/14 19:00:00",306.82,"07","19","14"
"86","18/7/13","16:00:00","18/07/13 16:00:00",306.78,"07","16","13"
"87","22/7/16","23:00:00","22/07/16 23:00:00",306.76,"07","23","16"
"88","24/7/16","0:00:00","24/07/16 00:00:00",306.76,"07","00","16"
"89","11/8/16","21:00:00","11/08/16 21:00:00",306.76,"08","21","16"
"90","20/7/13","23:00:00","20/07/13 23:00:00",306.75,"07","23","13"
"91","22/7/16","19:00:00","22/07/16 19:00:00",306.75,"07","19","16"
"92","21/7/13","21:00:00","21/07/13 21:00:00",306.74,"07","21","13"
"93","26/6/13","16:00:00","26/06/13 16:00:00",306.73,"06","16","13"
"94","12/6/17","22:00:00","12/06/17 22:00:00",306.73,"06","22","17"
"95","8/7/13","22:00:00","08/07/13 22:00:00",306.72,"07","22","13"
"96","25/6/13","17:00:00","25/06/13 17:00:00",306.71,"06","17","13"
"97","18/7/13","21:00:00","18/07/13 21:00:00",306.7,"07","21","13"
"98","21/7/13","16:00:00","21/07/13 16:00:00",306.69,"07","16","13"
"99","12/6/17","21:00:00","12/06/17 21:00:00",306.69,"06","21","17"
"100","7/7/13","16:00:00","07/07/13 16:00:00",306.68,"07","16","13"
"101","29/7/15","20:00:00","29/07/15 20:00:00",306.68,"07","20","15"
"102","16/7/13","21:00:00","16/07/13 21:00:00",306.66,"07","21","13"
"103","17/7/13","15:00:00","17/07/13 15:00:00",306.66,"07","15","13"
"104","6/7/13","16:00:00","06/07/13 16:00:00",306.65,"07","16","13"
"105","13/6/17","18:00:00","13/06/17 18:00:00",306.64,"06","18","17"
"106","23/6/15","17:00:00","23/06/15 17:00:00",306.63,"06","17","15"
"107","23/6/15","18:00:00","23/06/15 18:00:00",306.63,"06","18","15"
"108","23/6/15","19:00:00","23/06/15 19:00:00",306.63,"06","19","15"
"109","8/7/13","18:00:00","08/07/13 18:00:00",306.62,"07","18","13"
"110","11/8/16","19:00:00","11/08/16 19:00:00",306.62,"08","19","16"
"111","26/6/13","18:00:00","26/06/13 18:00:00",306.61,"06","18","13"
"112","18/5/17","20:00:00","18/05/17 20:00:00",306.61,"05","20","17"
"113","16/7/13","14:00:00","16/07/13 14:00:00",306.59,"07","14","13"
"114","18/7/13","15:00:00","18/07/13 15:00:00",306.58,"07","15","13"
"115","29/7/15","19:00:00","29/07/15 19:00:00",306.58,"07","19","15"
"116","8/7/14","20:00:00","08/07/14 20:00:00",306.55,"07","20","14"
"117","20/7/17","20:00:00","20/07/17 20:00:00",306.55,"07","20","17"
"118","8/7/14","18:00:00","08/07/14 18:00:00",306.54,"07","18","14"
"119","21/7/13","17:00:00","21/07/13 17:00:00",306.53,"07","17","13"
"120","13/8/16","16:00:00","13/08/16 16:00:00",306.53,"08","16","16"
"121","18/5/17","21:00:00","18/05/17 21:00:00",306.53,"05","21","17"
"122","13/6/17","17:00:00","13/06/17 17:00:00",306.52,"06","17","17"
"123","26/6/13","20:00:00","26/06/13 20:00:00",306.49,"06","20","13"
"124","8/7/14","21:00:00","08/07/14 21:00:00",306.48,"07","21","14"
"125","20/7/17","19:00:00","20/07/17 19:00:00",306.47,"07","19","17"
"126","19/7/15","19:00:00","19/07/15 19:00:00",306.46,"07","19","15"
"127","18/5/17","22:00:00","18/05/17 22:00:00",306.45,"05","22","17"
"128","2/7/14","20:00:00","02/07/14 20:00:00",306.42,"07","20","14"
"129","20/7/15","20:00:00","20/07/15 20:00:00",306.41,"07","20","15"
"130","20/7/17","18:00:00","20/07/17 18:00:00",306.41,"07","18","17"
"131","29/7/15","18:00:00","29/07/15 18:00:00",306.39,"07","18","15"
"132","14/8/16","16:00:00","14/08/16 16:00:00",306.39,"08","16","16"
"133","7/7/13","14:00:00","07/07/13 14:00:00",306.33,"07","14","13"
"134","29/7/15","21:00:00","29/07/15 21:00:00",306.33,"07","21","15"
"135","8/9/15","17:00:00","08/09/15 17:00:00",306.33,"09","17","15"
"136","12/6/17","19:00:00","12/06/17 19:00:00",306.3,"06","19","17"
"137","19/7/17","21:00:00","19/07/17 21:00:00",306.3,"07","21","17"
"138","19/7/15","20:00:00","19/07/15 20:00:00",306.29,"07","20","15"
"139","11/8/16","20:00:00","11/08/16 20:00:00",306.29,"08","20","16"
"140","25/6/13","18:00:00","25/06/13 18:00:00",306.25,"06","18","13"
"141","2/7/14","19:00:00","02/07/14 19:00:00",306.24,"07","19","14"
"142","20/7/17","17:00:00","20/07/17 17:00:00",306.23,"07","17","17"
"143","18/5/17","19:00:00","18/05/17 19:00:00",306.22,"05","19","17"
"144","21/7/13","18:00:00","21/07/13 18:00:00",306.21,"07","18","13"
"145","2/7/14","21:00:00","02/07/14 21:00:00",306.18,"07","21","14"
"146","8/9/15","21:00:00","08/09/15 21:00:00",306.16,"09","21","15"
"147","12/8/16","17:00:00","12/08/16 17:00:00",306.15,"08","17","16"
"148","7/7/14","21:00:00","07/07/14 21:00:00",306.14,"07","21","14"
"149","29/7/15","17:00:00","29/07/15 17:00:00",306.14,"07","17","15"
"150","12/6/17","20:00:00","12/06/17 20:00:00",306.14,"06","20","17"
"151","6/7/13","17:00:00","06/07/13 17:00:00",306.13,"07","17","13"
"152","7/7/13","22:00:00","07/07/13 22:00:00",306.13,"07","22","13"
"153","1/6/13","18:00:00","01/06/13 18:00:00",306.11,"06","18","13"
"154","20/7/15","19:00:00","20/07/15 19:00:00",306.11,"07","19","15"
"155","23/7/16","17:00:00","23/07/16 17:00:00",306.1,"07","17","16"
"156","17/8/15","19:00:00","17/08/15 19:00:00",306.08,"08","19","15"
"157","12/6/17","23:00:00","12/06/17 23:00:00",306.07,"06","23","17"
"158","18/7/13","14:00:00","18/07/13 14:00:00",306.07,"07","14","13"
"159","11/9/13","21:00:00","11/09/13 21:00:00",306.05,"09","21","13"
"160","17/7/13","22:00:00","17/07/13 22:00:00",306.03,"07","22","13"
"161","12/8/16","20:00:00","12/08/16 20:00:00",306.03,"08","20","16"
"162","13/8/16","23:00:00","13/08/16 23:00:00",306.02,"08","23","16"
"163","31/5/13","19:00:00","31/05/13 19:00:00",305.99,"05","19","13"
"164","25/6/13","19:00:00","25/06/13 19:00:00",305.99,"06","19","13"
"165","11/8/16","18:00:00","11/08/16 18:00:00",305.99,"08","18","16"
"166","16/7/13","23:00:00","16/07/13 23:00:00",305.97,"07","23","13"
"167","23/7/16","0:00:00","23/07/16 00:00:00",305.97,"07","00","16"
"168","20/7/17","21:00:00","20/07/17 21:00:00",305.97,"07","21","17"
"169","31/5/13","20:00:00","31/05/13 20:00:00",305.95,"05","20","13"
"170","21/7/13","22:00:00","21/07/13 22:00:00",305.95,"07","22","13"
"171","20/7/15","21:00:00","20/07/15 21:00:00",305.95,"07","21","15"
"172","7/7/14","19:00:00","07/07/14 19:00:00",305.94,"07","19","14"
"173","7/7/14","20:00:00","07/07/14 20:00:00",305.94,"07","20","14"
"174","7/7/13","20:00:00","07/07/13 20:00:00",305.93,"07","20","13"
"175","7/7/14","22:00:00","07/07/14 22:00:00",305.93,"07","22","14"
"176","19/7/15","18:00:00","19/07/15 18:00:00",305.92,"07","18","15"
"177","31/5/13","18:00:00","31/05/13 18:00:00",305.91,"05","18","13"
"178","1/6/13","19:00:00","01/06/13 19:00:00",305.91,"06","19","13"
"179","28/7/16","19:00:00","28/07/16 19:00:00",305.91,"07","19","16"
"180","17/7/13","14:00:00","17/07/13 14:00:00",305.9,"07","14","13"
"181","8/7/13","16:00:00","08/07/13 16:00:00",305.89,"07","16","13"
"182","11/6/17","22:00:00","11/06/17 22:00:00",305.89,"06","22","17"
"183","22/7/16","18:00:00","22/07/16 18:00:00",305.87,"07","18","16"
"184","17/8/15","18:00:00","17/08/15 18:00:00",305.85,"08","18","15"
"185","14/8/16","23:00:00","14/08/16 23:00:00",305.85,"08","23","16"
"186","1/6/13","17:00:00","01/06/13 17:00:00",305.81,"06","17","13"
"187","19/7/15","21:00:00","19/07/15 21:00:00",305.8,"07","21","15"
"188","7/7/13","23:00:00","07/07/13 23:00:00",305.79,"07","23","13"
"189","28/7/15","21:00:00","28/07/15 21:00:00",305.79,"07","21","15"
"190","25/6/13","16:00:00","25/06/13 16:00:00",305.77,"06","16","13"
"191","6/7/13","21:00:00","06/07/13 21:00:00",305.77,"07","21","13"
"192","28/7/15","20:00:00","28/07/15 20:00:00",305.77,"07","20","15"
"193","17/8/15","20:00:00","17/08/15 20:00:00",305.76,"08","20","15"
"194","18/5/17","18:00:00","18/05/17 18:00:00",305.76,"05","18","17"
"195","11/6/17","21:00:00","11/06/17 21:00:00",305.76,"06","21","17"
"196","8/7/14","22:00:00","08/07/14 22:00:00",305.75,"07","22","14"
"197","18/7/13","22:00:00","18/07/13 22:00:00",305.74,"07","22","13"
"198","8/7/14","17:00:00","08/07/14 17:00:00",305.74,"07","17","14"
"199","19/7/15","22:00:00","19/07/15 22:00:00",305.74,"07","22","15"
"200","11/6/17","23:00:00","11/06/17 23:00:00",305.73,"06","23","17"
"201","14/6/17","0:00:00","14/06/17 00:00:00",305.73,"06","00","17"
"202","21/7/17","20:00:00","21/07/17 20:00:00",305.72,"07","20","17"
"203","20/7/15","18:00:00","20/07/15 18:00:00",305.71,"07","18","15"
"204","31/5/13","21:00:00","31/05/13 21:00:00",305.68,"05","21","13"
"205","8/7/13","17:00:00","08/07/13 17:00:00",305.68,"07","17","13"
"206","11/6/17","20:00:00","11/06/17 20:00:00",305.68,"06","20","17"
"207","26/6/13","15:00:00","26/06/13 15:00:00",305.67,"06","15","13"
"208","7/7/13","21:00:00","07/07/13 21:00:00",305.67,"07","21","13"
"209","28/7/16","18:00:00","28/07/16 18:00:00",305.66,"07","18","16"
"210","20/7/15","22:00:00","20/07/15 22:00:00",305.65,"07","22","15"
"211","12/6/17","18:00:00","12/06/17 18:00:00",305.65,"06","18","17"
"212","6/7/16","19:00:00","06/07/16 19:00:00",305.64,"07","19","16"
"213","19/7/17","22:00:00","19/07/17 22:00:00",305.64,"07","22","17"
"214","6/7/13","15:00:00","06/07/13 15:00:00",305.63,"07","15","13"
"215","17/7/13","23:00:00","17/07/13 23:00:00",305.63,"07","23","13"
"216","29/7/15","22:00:00","29/07/15 22:00:00",305.63,"07","22","15"
"217","21/7/17","21:00:00","21/07/17 21:00:00",305.63,"07","21","17"
"218","8/7/13","23:00:00","08/07/13 23:00:00",305.61,"07","23","13"
"219","6/7/13","18:00:00","06/07/13 18:00:00",305.6,"07","18","13"
"220","1/6/13","20:00:00","01/06/13 20:00:00",305.57,"06","20","13"
"221","24/7/16","19:00:00","24/07/16 19:00:00",305.57,"07","19","16"
"222","2/7/14","18:00:00","02/07/14 18:00:00",305.55,"07","18","14"
"223","24/7/16","20:00:00","24/07/16 20:00:00",305.55,"07","20","16"
"224","20/7/17","16:00:00","20/07/17 16:00:00",305.55,"07","16","17"
"225","13/6/17","0:00:00","13/06/17 00:00:00",305.54,"06","00","17"
"226","18/5/17","23:00:00","18/05/17 23:00:00",305.53,"05","23","17"
"227","17/8/15","17:00:00","17/08/15 17:00:00",305.52,"08","17","15"
"228","6/7/16","20:00:00","06/07/16 20:00:00",305.52,"07","20","16"
"229","19/7/17","20:00:00","19/07/17 20:00:00",305.51,"07","20","17"
"230","15/8/15","19:00:00","15/08/15 19:00:00",305.5,"08","19","15"
"231","26/8/16","21:00:00","26/08/16 21:00:00",305.49,"08","21","16"
"232","21/7/17","22:00:00","21/07/17 22:00:00",305.48,"07","22","17"
"233","25/7/16","19:00:00","25/07/16 19:00:00",305.47,"07","19","16"
"234","21/7/17","19:00:00","21/07/17 19:00:00",305.47,"07","19","17"
"235","6/7/13","22:00:00","06/07/13 22:00:00",305.46,"07","22","13"
"236","1/6/13","16:00:00","01/06/13 16:00:00",305.45,"06","16","13"
"237","19/7/17","18:00:00","19/07/17 18:00:00",305.45,"07","18","17"
"238","3/9/15","20:00:00","03/09/15 20:00:00",305.44,"09","20","15"
"239","3/9/15","21:00:00","03/09/15 21:00:00",305.43,"09","21","15"
"240","20/7/13","12:00:00","20/07/13 12:00:00",305.42,"07","12","13"
"241","15/8/15","20:00:00","15/08/15 20:00:00",305.42,"08","20","15"
"242","12/8/16","22:00:00","12/08/16 22:00:00",305.42,"08","22","16"
"243","13/8/16","15:00:00","13/08/16 15:00:00",305.41,"08","15","16"
"244","26/7/16","22:00:00","26/07/16 22:00:00",305.4,"07","22","16"
"245","1/7/14","20:00:00","01/07/14 20:00:00",305.39,"07","20","14"
"246","19/7/17","19:00:00","19/07/17 19:00:00",305.39,"07","19","17"
"247","28/7/15","19:00:00","28/07/15 19:00:00",305.38,"07","19","15"
"248","8/9/15","22:00:00","08/09/15 22:00:00",305.38,"09","22","15"
"249","11/9/13","19:00:00","11/09/13 19:00:00",305.38,"09","19","13"
"250","7/7/13","13:00:00","07/07/13 13:00:00",305.37,"07","13","13"
"251","3/9/15","19:00:00","03/09/15 19:00:00",305.37,"09","19","15"
"252","6/7/13","20:00:00","06/07/13 20:00:00",305.37,"07","20","13"
"253","11/8/16","17:00:00","11/08/16 17:00:00",305.36,"08","17","16"
"254","20/7/15","17:00:00","20/07/15 17:00:00",305.35,"07","17","15"
"255","7/7/14","18:00:00","07/07/14 18:00:00",305.34,"07","18","14"
"256","26/8/16","19:00:00","26/08/16 19:00:00",305.34,"08","19","16"
"257","12/8/16","21:00:00","12/08/16 21:00:00",305.33,"08","21","16"
"258","9/7/13","21:00:00","09/07/13 21:00:00",305.32,"07","21","13"
"259","24/7/16","21:00:00","24/07/16 21:00:00",305.32,"07","21","16"
"260","20/7/17","22:00:00","20/07/17 22:00:00",305.32,"07","22","17"
"261","29/7/15","16:00:00","29/07/15 16:00:00",305.31,"07","16","15"
"262","23/7/16","16:00:00","23/07/16 16:00:00",305.31,"07","16","16"
"263","19/5/17","19:00:00","19/05/17 19:00:00",305.3,"05","19","17"
"264","26/6/13","14:00:00","26/06/13 14:00:00",305.29,"06","14","13"
"265","17/7/13","13:00:00","17/07/13 13:00:00",305.29,"07","13","13"
"266","14/8/16","15:00:00","14/08/16 15:00:00",305.29,"08","15","16"
"267","11/8/16","22:00:00","11/08/16 22:00:00",305.28,"08","22","16"
"268","19/7/15","17:00:00","19/07/15 17:00:00",305.27,"07","17","15"
"269","6/7/16","21:00:00","06/07/16 21:00:00",305.26,"07","21","16"
"270","1/6/13","21:00:00","01/06/13 21:00:00",305.25,"06","21","13"
"271","11/9/13","22:00:00","11/09/13 22:00:00",305.25,"09","22","13"
"272","26/8/16","20:00:00","26/08/16 20:00:00",305.24,"08","20","16"
"273","31/8/15","20:00:00","31/08/15 20:00:00",305.23,"08","20","15"
"274","26/7/16","21:00:00","26/07/16 21:00:00",305.23,"07","21","16"
"275","2/7/14","17:00:00","02/07/14 17:00:00",305.22,"07","17","14"
"276","17/8/15","21:00:00","17/08/15 21:00:00",305.22,"08","21","15"
"277","9/7/13","18:00:00","09/07/13 18:00:00",305.21,"07","18","13"
"278","15/8/15","18:00:00","15/08/15 18:00:00",305.17,"08","18","15"
"279","26/7/16","20:00:00","26/07/16 20:00:00",305.17,"07","20","16"
"280","26/8/16","22:00:00","26/08/16 22:00:00",305.15,"08","22","16"
"281","31/5/13","17:00:00","31/05/13 17:00:00",305.14,"05","17","13"
"282","31/5/13","22:00:00","31/05/13 22:00:00",305.14,"05","22","13"
"283","21/7/13","15:00:00","21/07/13 15:00:00",305.14,"07","15","13"
"284","6/7/16","18:00:00","06/07/16 18:00:00",305.14,"07","18","16"
"285","19/5/17","0:00:00","19/05/17 00:00:00",305.14,"05","00","17"
"286","21/7/17","18:00:00","21/07/17 18:00:00",305.12,"07","18","17"
"287","28/7/15","22:00:00","28/07/15 22:00:00",305.1,"07","22","15"
"288","16/8/15","19:00:00","16/08/15 19:00:00",305.1,"08","19","15"
"289","3/9/15","22:00:00","03/09/15 22:00:00",305.1,"09","22","15"
"290","9/7/13","20:00:00","09/07/13 20:00:00",305.09,"07","20","13"
"291","28/7/15","18:00:00","28/07/15 18:00:00",305.08,"07","18","15"
"292","21/7/13","0:00:00","21/07/13 00:00:00",305.07,"07","00","13"
"293","11/6/17","19:00:00","11/06/17 19:00:00",305.07,"06","19","17"
"294","13/7/17","17:00:00","13/07/17 17:00:00",305.07,"07","17","17"
"295","5/7/13","17:00:00","05/07/13 17:00:00",305.06,"07","17","13"
"296","2/9/14","21:00:00","02/09/14 21:00:00",305.06,"09","21","14"
"297","17/5/17","22:00:00","17/05/17 22:00:00",305.06,"05","22","17"
"298","13/6/17","16:00:00","13/06/17 16:00:00",305.06,"06","16","17"
"299","9/7/13","19:00:00","09/07/13 19:00:00",305.04,"07","19","13"
"300","26/7/16","23:00:00","26/07/16 23:00:00",305.04,"07","23","16"
"301","9/9/16","20:00:00","09/09/16 20:00:00",305.04,"09","20","16"
"302","27/7/16","20:00:00","27/07/16 20:00:00",305.03,"07","20","16"
"303","27/7/16","21:00:00","27/07/16 21:00:00",305.01,"07","21","16"
"304","8/9/15","16:00:00","08/09/15 16:00:00",304.99,"09","16","15"
"305","28/5/16","18:00:00","28/05/16 18:00:00",304.99,"05","18","16"
"306","9/9/16","21:00:00","09/09/16 21:00:00",304.97,"09","21","16"
"307","6/7/13","19:00:00","06/07/13 19:00:00",304.96,"07","19","13"
"308","28/6/13","14:00:00","28/06/13 14:00:00",304.95,"06","14","13"
"309","1/7/14","19:00:00","01/07/14 19:00:00",304.95,"07","19","14"
"310","24/9/17","19:00:00","24/09/17 19:00:00",304.95,"09","19","17"
"311","2/6/13","20:00:00","02/06/13 20:00:00",304.94,"06","20","13"
"312","17/7/13","0:00:00","17/07/13 00:00:00",304.94,"07","00","13"
"313","7/7/14","23:00:00","07/07/14 23:00:00",304.94,"07","23","14"
"314","8/7/14","16:00:00","08/07/14 16:00:00",304.94,"07","16","14"
"315","11/8/16","16:00:00","11/08/16 16:00:00",304.94,"08","16","16"
"316","16/7/13","13:00:00","16/07/13 13:00:00",304.93,"07","13","13"
"317","31/8/15","21:00:00","31/08/15 21:00:00",304.93,"08","21","15"
"318","28/7/16","20:00:00","28/07/16 20:00:00",304.93,"07","20","16"
"319","15/8/16","19:00:00","15/08/16 19:00:00",304.93,"08","19","16"
"320","19/5/17","20:00:00","19/05/17 20:00:00",304.93,"05","20","17"
"321","12/6/17","17:00:00","12/06/17 17:00:00",304.93,"06","17","17"
"322","6/7/13","23:00:00","06/07/13 23:00:00",304.92,"07","23","13"
"323","1/7/14","21:00:00","01/07/14 21:00:00",304.92,"07","21","14"
"324","12/6/17","0:00:00","12/06/17 00:00:00",304.92,"06","00","17"
"325","28/7/16","17:00:00","28/07/16 17:00:00",304.91,"07","17","16"
"326","18/5/17","17:00:00","18/05/17 17:00:00",304.91,"05","17","17"
"327","19/5/17","22:00:00","19/05/17 22:00:00",304.91,"05","22","17"
"328","13/7/17","18:00:00","13/07/17 18:00:00",304.91,"07","18","17"
"329","6/7/16","22:00:00","06/07/16 22:00:00",304.88,"07","22","16"
"330","15/7/13","21:00:00","15/07/13 21:00:00",304.87,"07","21","13"
"331","1/7/14","22:00:00","01/07/14 22:00:00",304.86,"07","22","14"
"332","15/8/16","20:00:00","15/08/16 20:00:00",304.85,"08","20","16"
"333","24/9/17","18:00:00","24/09/17 18:00:00",304.85,"09","18","17"
"334","8/7/13","13:00:00","08/07/13 13:00:00",304.84,"07","13","13"
"335","20/7/13","0:00:00","20/07/13 00:00:00",304.84,"07","00","13"
"336","2/9/14","20:00:00","02/09/14 20:00:00",304.84,"09","20","14"
"337","3/8/15","19:00:00","03/08/15 19:00:00",304.84,"08","19","15"
"338","3/9/15","18:00:00","03/09/15 18:00:00",304.84,"09","18","15"
"339","7/9/15","19:00:00","07/09/15 19:00:00",304.84,"09","19","15"
"340","19/5/17","18:00:00","19/05/17 18:00:00",304.84,"05","18","17"
"341","17/8/15","22:00:00","17/08/15 22:00:00",304.83,"08","22","15"
"342","6/7/16","17:00:00","06/07/16 17:00:00",304.83,"07","17","16"
"343","17/6/14","20:00:00","17/06/14 20:00:00",304.82,"06","20","14"
"344","23/7/14","19:00:00","23/07/14 19:00:00",304.82,"07","19","14"
"345","3/8/15","20:00:00","03/08/15 20:00:00",304.82,"08","20","15"
"346","22/7/16","17:00:00","22/07/16 17:00:00",304.82,"07","17","16"
"347","15/8/15","21:00:00","15/08/15 21:00:00",304.81,"08","21","15"
"348","16/8/15","20:00:00","16/08/15 20:00:00",304.81,"08","20","15"
"349","2/9/14","18:00:00","02/09/14 18:00:00",304.8,"09","18","14"
"350","24/7/16","18:00:00","24/07/16 18:00:00",304.8,"07","18","16"
"351","18/8/15","18:00:00","18/08/15 18:00:00",304.78,"08","18","15"
"352","21/7/17","23:00:00","21/07/17 23:00:00",304.78,"07","23","17"
"353","2/6/13","21:00:00","02/06/13 21:00:00",304.77,"06","21","13"
"354","18/7/13","23:00:00","18/07/13 23:00:00",304.77,"07","23","13"
"355","18/8/15","19:00:00","18/08/15 19:00:00",304.77,"08","19","15"
"356","15/8/16","21:00:00","15/08/16 21:00:00",304.77,"08","21","16"
"357","19/5/17","21:00:00","19/05/17 21:00:00",304.77,"05","21","17"
"358","7/9/15","20:00:00","07/09/15 20:00:00",304.76,"09","20","15"
